SognName,SognDigDagID,AmtName,AmtDigDagID,StartDate,EndDate
Højerup Sogn,113649,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Højerup Sogn,113649,Præstø Amt,118791,1803-05-25,1950-01-01
Førslev Sogn,113308,Sorø Amt,118785,1750-01-01,1950-01-01
Fårup Sogn,113316,Århus Amt,118846,1750-01-01,1950-01-01
Gassum Sogn,113331,Randers Amt,118842,1750-01-01,1950-01-01
Gerlev Sogn,113340,Sorø Amt,118785,1750-01-01,1950-01-01
Gettrup Sogn,113346,Thisted Amt,118826,1750-01-01,1950-01-01
Gimlinge Sogn,113350,Sorø Amt,118785,1750-01-01,1950-01-01
Gislinge Sogn,113355,Holbæk Amt,118775,1750-01-01,1801-08-27
Gislinge Sogn,113355,Holbæk Amt,118779,1801-08-27,1950-01-01
Gislum Sogn,113356,Ålborg Amt,118819,1750-01-01,1950-01-01
Gjerlev Sogn,113362,Randers Amt,118842,1750-01-01,1950-01-01
Glumsø Sogn,113375,Vordingborg Amt,118787,1750-01-01,1803-05-25
Glumsø Sogn,113375,Præstø Amt,118791,1803-05-25,1950-01-01
Himlingøje Sogn,113543,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Himlingøje Sogn,113543,Præstø Amt,118791,1803-05-25,1950-01-01
Græse Sogn,113400,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Græse Sogn,113400,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Grensten Sogn,113386,Viborg Amt,118830,1750-01-01,1950-01-01
Grevinge Sogn,113389,Dragsholm Amt,118774,1750-01-01,1801-08-27
Grevinge Sogn,113389,Holbæk Amt,118779,1801-08-27,1950-01-01
Græshave Sogn,113401,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Græshave Sogn,113401,Maribo Amt,118799,1803-05-25,1950-01-01
Harlev Sogn,113470,Århus Amt,118846,1750-01-01,1950-01-01
Harndrup Sogn,113471,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Harndrup Sogn,113471,Odense Amt,118809,1809-05-01,1950-01-01
Grønning Sogn,113408,Viborg Amt,118830,1750-01-01,1950-01-01
Gudum Sogn,113413,Sorø Amt,118785,1750-01-01,1950-01-01
Gurreby Sogn,113425,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Gurreby Sogn,113425,Maribo Amt,118799,1803-05-25,1950-01-01
Gørløse Sogn,113433,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Gørløse Sogn,113433,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Halling Sogn,113446,Randers Amt,118842,1750-01-01,1950-01-01
Hammershøj Sogn,113458,Viborg Amt,118830,1750-01-01,1950-01-01
Harritslev Sogn,113475,Hjørring Amt,118820,1750-01-01,1950-01-01
Haslev Sogn,113479,Sorø Amt,118785,1750-01-01,1950-01-01
Hjortdal Sogn,113560,Thisted Amt,118826,1750-01-01,1950-01-01
Haurum Sogn,113484,Viborg Amt,118830,1750-01-01,1950-01-01
Havdrup Sogn,113486,Roskilde Amt,118763,1750-01-01,1808-09-02
Havdrup Sogn,113486,Københavns Amt,118762,1808-09-02,1950-01-01
Haverslev Sogn,113488,Ålborg Amt,118819,1750-01-01,1950-01-01
Havnelev Sogn,113489,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Havnelev Sogn,113489,Præstø Amt,118791,1803-05-25,1950-01-01
Havrebjerg Sogn,113491,Sæbygård Amt,118773,1750-01-01,1801-08-27
Havrebjerg Sogn,113491,Holbæk Amt,118779,1801-08-27,1950-01-01
Karlstrup Sogn,113719,Roskilde Amt,118763,1750-01-01,1808-09-02
Karlstrup Sogn,113719,Københavns Amt,118762,1808-09-02,1950-01-01
Hejninge Sogn,113497,Sorø Amt,118785,1750-01-01,1950-01-01
Holeby Sogn,113569,Ålholm Amt,137442,1750-01-01,1803-05-25
Holeby Sogn,113569,Maribo Amt,118799,1803-05-25,1950-01-01
Helnæs Sogn,113512,Assens Amt,118806,1750-01-01,1809-05-01
Helnæs Sogn,113512,Odense Amt,118809,1809-05-01,1950-01-01
Helstrup Sogn,113514,Viborg Amt,118830,1750-01-01,1950-01-01
Hem Sogn,113517,Randers Amt,118842,1750-01-01,1950-01-01
Hemmeshøj Sogn,113519,Sorø Amt,118785,1750-01-01,1950-01-01
Hillested Sogn,113542,Ålholm Amt,137442,1750-01-01,1803-05-25
Hillested Sogn,113542,Maribo Amt,118799,1803-05-25,1950-01-01
Kippinge Sogn,113741,Nykøbing Amt,118793,1750-01-01,1803-05-25
Kippinge Sogn,113741,Maribo Amt,118799,1803-05-25,1950-01-01
Holsteinborg Sogn,113579,Sorø Amt,118785,1750-01-01,1950-01-01
Holtug Sogn,113580,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Holtug Sogn,113580,Præstø Amt,118791,1803-05-25,1950-01-01
Horreby Sogn,113592,Nykøbing Amt,118793,1750-01-01,1803-05-25
Horreby Sogn,113592,Maribo Amt,118799,1803-05-25,1950-01-01
Hover Sogn,113602,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Hvedstrup Sogn,113619,Roskilde Amt,118763,1750-01-01,1808-09-02
Hvedstrup Sogn,113619,Københavns Amt,118762,1808-09-02,1950-01-01
Hyllested Sogn,113637,Sorø Amt,118785,1750-01-01,1950-01-01
Hvidbjerg Vesten Å Sogn,113624,Thisted Amt,118826,1750-01-01,1950-01-01
Hvilsted Sogn,113628,Århus Amt,118846,1750-01-01,1950-01-01
Hyllested Sogn,113638,Randers Amt,118842,1750-01-01,1950-01-01
Hæstrup Sogn,113641,Hjørring Amt,118820,1750-01-01,1950-01-01
Hørby Sogn,113652,Holbæk Amt,118775,1750-01-01,1801-08-27
Hørby Sogn,113652,Holbæk Amt,118779,1801-08-27,1950-01-01
Høve Sogn,113663,Sorø Amt,118785,1750-01-01,1950-01-01
Hørup Sogn,113661,Viborg Amt,118830,1750-01-01,1950-01-01
Kirke Eskilstrup Sogn,113742,Holbæk Amt,118775,1750-01-01,1801-08-27
Kirke Eskilstrup Sogn,113742,Holbæk Amt,118779,1801-08-27,1950-01-01
Højelse Sogn,113647,Roskilde Amt,118763,1750-01-01,1808-09-02
Højelse Sogn,113647,Københavns Amt,118762,1808-09-02,1950-01-01
Hørby Sogn,113653,Hjørring Amt,118820,1750-01-01,1950-01-01
Kastbjerg Sogn,113723,Randers Amt,118842,1750-01-01,1950-01-01
Kastbjerg Sogn,113724,Randers Amt,118842,1750-01-01,1950-01-01
Kirke Flinterup Sogn,113743,Sorø Amt,118785,1750-01-01,1950-01-01
Kasted Sogn,113725,Århus Amt,118846,1750-01-01,1950-01-01
Kindertofte Sogn,113739,Sorø Amt,118785,1750-01-01,1950-01-01
Kirke Hyllinge Sogn,113746,Roskilde Amt,118763,1750-01-01,1808-09-02
Kirke Hyllinge Sogn,113746,Københavns Amt,118762,1808-09-02,1950-01-01
Kirke Skensved Sogn,113747,Roskilde Amt,118763,1750-01-01,1808-09-02
Kirke Skensved Sogn,113747,Københavns Amt,118762,1808-09-02,1950-01-01
Kirkerup Sogn,113753,Sorø Amt,118785,1750-01-01,1950-01-01
Bedsted Sogn,113802,Åbenrå Amt,142168,1750-01-01,1950-01-01
Klejtrup Sogn,113757,Viborg Amt,118830,1750-01-01,1950-01-01
Kolind Sogn,113770,Randers Amt,118842,1750-01-01,1950-01-01
Kollerup Sogn,113772,Vejle Amt,118849,1750-01-01,1950-01-01
Komdrup Sogn,113775,Ålborg Amt,118819,1750-01-01,1950-01-01
Kornerup Sogn,113780,Roskilde Amt,118763,1750-01-01,1808-09-02
Kornerup Sogn,113780,Københavns Amt,118762,1808-09-02,1950-01-01
Hjerting Sogn,113840,Haderslev Amt,142164,1750-01-01,1950-01-01
Hjortlund Sogn,113842,Haderslev Amt,142164,1750-01-01,1867-09-22
Hjortlund Sogn,113842,Ribe Amt,118855,1867-09-22,1950-01-01
Sønder Skast Sogn,113901,Tønder Amt,142463,1750-01-01,1950-01-01
Mandø Sogn,113862,Ribe Amt,118855,1750-01-01,1950-01-01
Refsby sogn,113878,Haderslev Amt,142164,1750-01-01,1950-01-01
Stenderup Sogn,113903,Haderslev Amt,142164,1750-01-01,1867-09-22
Stenderup Sogn,113903,Vejle Amt,118849,1867-09-22,1950-01-01
Rise Sogn,113881,Nordborg Amt,142172,1750-01-01,1867-09-22
Rise Sogn,113881,Svendborg Amt,118813,1867-09-22,1950-01-01
Spandet Sogn,113895,Haderslev Amt,142164,1750-01-01,1867-09-22
Spandet Sogn,113895,Ribe Amt,118855,1867-09-22,1950-01-01
Ærøskøbing Sogn,113927,Nordborg Amt,142172,1750-01-01,1867-09-22
Ærøskøbing Sogn,113927,Svendborg Amt,118813,1867-09-22,1950-01-01
Adslev Sogn,113936,Århus Amt,118846,1750-01-01,1824-07-01
Adslev Sogn,113936,Skanderborg Amt,118847,1824-07-01,1867-08-01
Adslev Sogn,113936,Århus Amt,118846,1867-08-01,1950-01-01
Aidt Sogn,113945,Viborg Amt,118830,1750-01-01,1950-01-01
Alling Sogn,113959,Århus Amt,118846,1750-01-01,1824-07-01
Alling Sogn,113959,Skanderborg Amt,118847,1824-07-01,1867-08-01
Alling Sogn,113959,Århus Amt,118846,1867-08-01,1950-01-01
Apostelkirkens Sogn,113981,Staden København,370922,1750-01-01,1950-01-01
Barrit Sogn,114018,Vejle Amt,118849,1750-01-01,1950-01-01
Alslev Sogn,113965,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Alslev Sogn,113965,Præstø Amt,118791,1803-05-25,1950-01-01
Alsted Sogn,113967,Sorø Amt,118785,1750-01-01,1950-01-01
Alsted Sogn,113968,Thisted Amt,118826,1750-01-01,1950-01-01
Bavelse Sogn,114019,Vordingborg Amt,118787,1750-01-01,1803-05-25
Bavelse Sogn,114019,Præstø Amt,118791,1803-05-25,1950-01-01
Aversi Sogn,114006,Vordingborg Amt,118787,1750-01-01,1803-05-25
Aversi Sogn,114006,Præstø Amt,118791,1803-05-25,1950-01-01
Assing Sogn,113996,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Avnsø Sogn,114008,Kalundborg Amt,118772,1750-01-01,1801-08-27
Avnsø Sogn,114008,Holbæk Amt,118779,1801-08-27,1950-01-01
Bejstrup Sogn,114023,Hjørring Amt,118820,1750-01-01,1950-01-01
Bandholm Sogn,114015,Maribo Amt,118799,1750-01-01,1950-01-01
Bigum Sogn,114031,Viborg Amt,118830,1750-01-01,1950-01-01
Bjergby Sogn,114044,Thisted Amt,118826,1750-01-01,1950-01-01
Bjernede Sogn,114046,Sorø Amt,118785,1750-01-01,1950-01-01
Blidstrup Sogn,114054,Thisted Amt,118826,1750-01-01,1950-01-01
Brarup Sogn,114080,Nykøbing Amt,118793,1750-01-01,1803-05-25
Brarup Sogn,114080,Maribo Amt,118799,1803-05-25,1950-01-01
Bregninge Sogn,114087,Ålholm Amt,137442,1750-01-01,1803-05-25
Bregninge Sogn,114087,Maribo Amt,118799,1803-05-25,1950-01-01
Kvislemark Sogn,114127,Sorø Amt,118785,1750-01-01,1950-01-01
Butterup Sogn,114117,Holbæk Amt,118775,1750-01-01,1801-08-27
Butterup Sogn,114117,Holbæk Amt,118779,1801-08-27,1950-01-01
Kvanløse Sogn,114126,Holbæk Amt,118775,1750-01-01,1801-08-27
Kvanløse Sogn,114126,Holbæk Amt,118779,1801-08-27,1950-01-01
Kvorning Sogn,114130,Viborg Amt,118830,1750-01-01,1950-01-01
Kværkeby Sogn,114131,Sorø Amt,118785,1750-01-01,1950-01-01
Købelev Sogn,114136,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Købelev Sogn,114136,Maribo Amt,118799,1803-05-25,1950-01-01
Langå Sogn,114150,Svendborg Amt,118813,1750-01-01,1950-01-01
Ledøje Sogn,114153,Københavns Amt,118762,1750-01-01,1950-01-01
Ubjerg Sogn,113912,Tønder Amt,142463,1750-01-01,1950-01-01
Uge Sogn,113913,Åbenrå Amt,142168,1750-01-01,1950-01-01
Tønder Sogn,113911,Tønder Amt,142463,1750-01-01,1950-01-01
Skanderup Sogn,136297,Ribe Amt,118855,1750-01-01,1950-01-01
Frederiksberg Sogn,113283,Københavns Amt,118762,1750-01-01,1950-01-01
Godthåb Sogn,113378,Københavns Amt,118762,1750-01-01,1950-01-01
Frederiks Sogn,113280,Viborg Amt,118830,1750-01-01,1950-01-01
Dalbyneder Sogn,113121,Randers Amt,118842,1750-01-01,1950-01-01
Ejstrup Sogn,113187,Ringkøbing Amt,118853,1750-01-01,1822-01-16
Ejstrup Sogn,113187,Århus Amt,118846,1822-01-16,1824-07-01
Ejstrup Sogn,113187,Skanderborg Amt,118847,1824-07-01,1867-08-01
Ejstrup Sogn,113187,Århus Amt,118846,1867-08-01,1950-01-01
Fodslette Sogn,113266,Svendborg Amt,118813,1750-01-01,1950-01-01
Kobberup Sogn,113766,Viborg Amt,118830,1750-01-01,1950-01-01
Bølling Sogn,113146,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Kingos Sogn,113740,Staden København,370922,1750-01-01,1950-01-01
Ejlby Sogn,113185,Rugård Amt,118804,1750-01-01,1809-05-01
Ejlby Sogn,113185,Odense Amt,118809,1809-05-01,1950-01-01
Vojens Sogn,113923,Odense Amt,118809,1750-01-01,1950-01-01
Frejlev Sogn,113291,Ålborg Amt,118819,1750-01-01,1950-01-01
Fårdrup Sogn,113313,Sorø Amt,118785,1750-01-01,1950-01-01
Dall Sogn,113123,Ålborg Amt,118819,1750-01-01,1950-01-01
Davids Sogn,113131,Staden København,370922,1750-01-01,1950-01-01
Dommerby Sogn,113137,Viborg Amt,118830,1750-01-01,1950-01-01
Dreslette Sogn,113142,Assens Amt,118806,1750-01-01,1809-05-01
Dreslette Sogn,113142,Odense Amt,118809,1809-05-01,1950-01-01
Drigstrup Sogn,113143,Odensegård Amt,118800,1750-01-01,1809-05-01
Drigstrup Sogn,113143,Odense Amt,118809,1809-05-01,1950-01-01
Bække Sogn,113144,Ribe Amt,118855,1750-01-01,1950-01-01
Hjardemål Sogn,113552,Thisted Amt,118826,1750-01-01,1950-01-01
Durup Sogn,113162,Viborg Amt,118830,1750-01-01,1950-01-01
Dybe Sogn,113163,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Ferring Sogn,113241,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Dølby Sogn,113166,Viborg Amt,118830,1750-01-01,1950-01-01
Ejerslev Sogn,113184,Thisted Amt,118826,1750-01-01,1950-01-01
Ellidshøj Sogn,113192,Ålborg Amt,118819,1750-01-01,1950-01-01
Stoholm Sogn,113238,Viborg Amt,118830,1750-01-01,1950-01-01
Endeslev Sogn,113203,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Endeslev Sogn,113203,Præstø Amt,118791,1803-05-25,1950-01-01
Engestofte Sogn,113205,Ålholm Amt,137442,1750-01-01,1803-05-25
Engestofte Sogn,113205,Maribo Amt,118799,1803-05-25,1950-01-01
Fabjerg Sogn,113223,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Engbjerg Sogn,113204,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Falslev Sogn,113226,Randers Amt,118842,1750-01-01,1950-01-01
Asminderød Sogn,113991,Kronborg Amt,118765,1750-01-01,1805-03-20
Asminderød Sogn,113991,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Asnæs Sogn,113992,Dragsholm Amt,118774,1750-01-01,1801-08-27
Asnæs Sogn,113992,Holbæk Amt,118779,1801-08-27,1950-01-01
Erslev Sogn,113215,Thisted Amt,118826,1750-01-01,1950-01-01
Femø Sogn,113239,Nykøbing Amt,118793,1750-01-01,1803-05-25
Femø Sogn,113239,Maribo Amt,118799,1803-05-25,1950-01-01
Ferslev Sogn,113243,Ålborg Amt,118819,1750-01-01,1950-01-01
Filips Sogn,113244,Staden København,370922,1750-01-01,1950-01-01
Fjenneslev Sogn,113254,Sorø Amt,118785,1750-01-01,1950-01-01
Horne Sogn,113586,Svendborg Amt,118813,1750-01-01,1950-01-01
Fjaltring Sogn,113249,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Horne Sogn,113587,Hjørring Amt,118820,1750-01-01,1950-01-01
Hunstrup Sogn,113612,Thisted Amt,118826,1750-01-01,1950-01-01
Gyrstinge Sogn,113427,Sorø Amt,118785,1750-01-01,1950-01-01
Hvidovre Sogn,113625,Københavns Amt,118762,1750-01-01,1950-01-01
Fousing Sogn,113270,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Fur Sogn,113304,Viborg Amt,118830,1750-01-01,1950-01-01
Frydendal Sogn,113294,Holbæk Amt,118775,1750-01-01,1801-08-27
Frydendal Sogn,113294,Holbæk Amt,118779,1801-08-27,1950-01-01
Frøslev Sogn,113298,Thisted Amt,118826,1750-01-01,1950-01-01
Fuglse Sogn,113301,Ålholm Amt,137442,1750-01-01,1803-05-25
Fuglse Sogn,113301,Maribo Amt,118799,1803-05-25,1950-01-01
Føllenslev Sogn,113306,Kalundborg Amt,118772,1750-01-01,1801-08-27
Føllenslev Sogn,113306,Holbæk Amt,118779,1801-08-27,1950-01-01
Gammel Sogn,113322,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Gadstrup Sogn,113318,Roskilde Amt,118763,1750-01-01,1808-09-02
Gadstrup Sogn,113318,Københavns Amt,118762,1808-09-02,1950-01-01
Gammelstrup Sogn,113326,Viborg Amt,118830,1750-01-01,1950-01-01
Greve Sogn,113388,Roskilde Amt,118763,1750-01-01,1808-09-02
Greve Sogn,113388,Københavns Amt,118762,1808-09-02,1950-01-01
Gershøj Sogn,113342,Roskilde Amt,118763,1750-01-01,1808-09-02
Gershøj Sogn,113342,Københavns Amt,118762,1808-09-02,1950-01-01
Gerding Sogn,113338,Ålborg Amt,118819,1750-01-01,1950-01-01
Hallenslev Sogn,113445,Sæbygård Amt,118773,1750-01-01,1801-08-27
Hallenslev Sogn,113445,Holbæk Amt,118779,1801-08-27,1950-01-01
Gierslev Sogn,113348,Sæbygård Amt,118773,1750-01-01,1801-08-27
Gierslev Sogn,113348,Holbæk Amt,118779,1801-08-27,1950-01-01
Givskud Sogn,113360,Vejle Amt,118849,1750-01-01,1950-01-01
Helligånds Sogn,113509,Staden København,370922,1750-01-01,1950-01-01
Herlufsholm Sogn,113527,Sorø Amt,118785,1750-01-01,1950-01-01
Grenaa Sogn,113387,Randers Amt,118842,1750-01-01,1950-01-01
Bregninge Sogn,113809,Nordborg Amt,142172,1750-01-01,1867-09-22
Bregninge Sogn,113809,Svendborg Amt,118813,1867-09-22,1950-01-01
Godsted Sogn,113377,Ålholm Amt,137442,1750-01-01,1803-05-25
Godsted Sogn,113377,Maribo Amt,118799,1803-05-25,1950-01-01
Grurup Sogn,113397,Thisted Amt,118826,1750-01-01,1950-01-01
Hansted Sogn,113465,Thisted Amt,118826,1750-01-01,1950-01-01
Grønholt Sogn,113406,Kronborg Amt,118765,1750-01-01,1805-03-20
Grønholt Sogn,113406,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Hirsholmene Sogn,113547,Hjørring Amt,118820,1750-01-01,1950-01-01
Guldager Sogn,113416,Ribe Amt,118855,1750-01-01,1950-01-01
Gundsømagle Sogn,113424,Roskilde Amt,118763,1750-01-01,1808-09-02
Gundsømagle Sogn,113424,Københavns Amt,118762,1808-09-02,1950-01-01
Gødvad Sogn,113429,Århus Amt,118846,1750-01-01,1821-06-13
Gødvad Sogn,113429,Viborg Amt,118830,1821-06-13,1950-01-01
Hald Sogn,113442,Randers Amt,118842,1750-01-01,1950-01-01
Halling Sogn,113447,Århus Amt,118846,1750-01-01,1950-01-01
Hammelev Sogn,113454,Randers Amt,118842,1750-01-01,1950-01-01
Hammer Sogn,113456,Ålborg Amt,118819,1750-01-01,1950-01-01
Harring Sogn,113474,Thisted Amt,118826,1750-01-01,1950-01-01
Hasle Sogn,113477,Århus Amt,118846,1750-01-01,1950-01-01
Hellerup Sogn,113503,Københavns Amt,118762,1750-01-01,1950-01-01
Hassing Sogn,113482,Thisted Amt,118826,1750-01-01,1950-01-01
Kauslunde Sogn,113730,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Kauslunde Sogn,113730,Odense Amt,118809,1809-05-01,1950-01-01
Haverslev Sogn,113487,Hjørring Amt,118820,1750-01-01,1950-01-01
Heldum Sogn,113499,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Kirke Sonnerup Sogn,113748,Roskilde Amt,118763,1750-01-01,1808-09-02
Kirke Sonnerup Sogn,113748,Københavns Amt,118762,1808-09-02,1950-01-01
Hemmet Sogn,113520,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Alstrup Sogn,113969,Hjørring Amt,118820,1750-01-01,1950-01-01
Herborg Sogn,113523,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Knudsker Sogn,113765,Bornholms Amt,118792,1750-01-01,1950-01-01
Herning Sogn,113528,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Hunderup Sogn,113607,Ribe Amt,118855,1750-01-01,1950-01-01
Herredskirke Sogn,113529,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Herredskirke Sogn,113529,Maribo Amt,118799,1803-05-25,1950-01-01
Herstedøster Sogn,113537,Københavns Amt,118762,1750-01-01,1950-01-01
Hjarnø Sogn,113553,Vejle Amt,118849,1750-01-01,1950-01-01
Bjolderup Sogn,113805,Åbenrå Amt,142168,1750-01-01,1950-01-01
Knebel Sogn,113764,Randers Amt,118842,1750-01-01,1950-01-01
Arrild Sogn,113798,Haderslev Amt,142164,1750-01-01,1950-01-01
Asserballe Sogn,113799,Sønderborg Amt,142171,1750-01-01,1950-01-01
Bevtoft Sogn,113803,Haderslev Amt,142164,1750-01-01,1950-01-01
Hjembæk Sogn,113555,Holbæk Amt,118775,1750-01-01,1801-08-27
Hjembæk Sogn,113555,Holbæk Amt,118779,1801-08-27,1950-01-01
Hjortshøj Sogn,113562,Randers Amt,118842,1750-01-01,1950-01-01
Hobro Sogn,113564,Randers Amt,118842,1750-01-01,1950-01-01
Hodde Sogn,113565,Ribe Amt,118855,1750-01-01,1950-01-01
Hoed Sogn,113567,Randers Amt,118842,1750-01-01,1950-01-01
Holstebro Sogn,113576,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Hornbæk Sogn,113584,Viborg Amt,118830,1750-01-01,1950-01-01
Hornum Sogn,113591,Vejle Amt,118849,1750-01-01,1950-01-01
Hostrup Sogn,113595,Ribe Amt,118855,1750-01-01,1950-01-01
Hove Sogn,113599,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Kølstrup Sogn,114139,Odensegård Amt,118800,1750-01-01,1809-05-01
Kølstrup Sogn,114139,Odense Amt,118809,1809-05-01,1950-01-01
Køng Sogn,114140,Vordingborg Amt,118787,1750-01-01,1803-05-25
Køng Sogn,114140,Præstø Amt,118791,1803-05-25,1950-01-01
Hune Sogn,113610,Hjørring Amt,118820,1750-01-01,1950-01-01
Hurup Sogn,113613,Thisted Amt,118826,1750-01-01,1950-01-01
Hørby Sogn,113654,Ålborg Amt,118819,1750-01-01,1950-01-01
Hørsted Sogn,113660,Thisted Amt,118826,1750-01-01,1950-01-01
Hårslev Sogn,113666,Sorø Amt,118785,1750-01-01,1950-01-01
Hårlev Sogn,113665,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Hårlev Sogn,113665,Præstø Amt,118791,1803-05-25,1950-01-01
Absalons Sogn,113935,Præstø Amt,118791,1750-01-01,1950-01-01
Sottrup Sogn,113894,Sønderborg Amt,142171,1750-01-01,1950-01-01
Brønderslev Sogn,114106,Hjørring Amt,118820,1750-01-01,1950-01-01
Kallerup Sogn,113708,Thisted Amt,118826,1750-01-01,1950-01-01
Håsum Sogn,113669,Viborg Amt,118830,1750-01-01,1950-01-01
Kværs Sogn,113857,Åbenrå Amt,142168,1750-01-01,1950-01-01
Lintrup Sogn,113858,Haderslev Amt,142164,1750-01-01,1867-09-22
Lintrup Sogn,113858,Ribe Amt,118855,1867-09-22,1950-01-01
Lysabild Sogn,113859,Sønderborg Amt,142171,1750-01-01,1950-01-01
Løgumkloster Sogn,113860,Løgumkloster Amt,142167,1750-01-01,1950-01-01
Jannerup Sogn,113684,Thisted Amt,118826,1750-01-01,1950-01-01
Jebjerg Sogn,113685,Viborg Amt,118830,1750-01-01,1950-01-01
Jegindø Sogn,113686,Thisted Amt,118826,1750-01-01,1950-01-01
Jelstrup Sogn,113688,Hjørring Amt,118820,1750-01-01,1950-01-01
Jernved Sogn,113691,Ribe Amt,118855,1750-01-01,1950-01-01
Jørsby Sogn,113707,Thisted Amt,118826,1750-01-01,1950-01-01
Kerteminde Sogn,113733,Odensegård Amt,118800,1750-01-01,1809-05-01
Kerteminde Sogn,113733,Odense Amt,118809,1809-05-01,1950-01-01
Kisserup Sogn,113754,Roskilde Amt,118763,1750-01-01,1808-09-02
Kisserup Sogn,113754,Københavns Amt,118762,1808-09-02,1950-01-01
Klarup Sogn,113756,Ålborg Amt,118819,1750-01-01,1950-01-01
Allindemagle Sogn,113958,Sorø Amt,118785,1750-01-01,1950-01-01
Kristkirkens Sogn,113791,Staden København,370922,1750-01-01,1950-01-01
Kornum Sogn,113782,Ålborg Amt,118819,1750-01-01,1950-01-01
Farup Sogn,113824,Ribe Amt,118855,1750-01-01,1950-01-01
Augustenborg sogn,113800,Ribe Amt,118855,1750-01-01,1950-01-01
Brede Sogn,113808,Ribe Amt,118855,1750-01-01,1950-01-01
Daler Sogn,113816,Ribe Amt,118855,1750-01-01,1950-01-01
Hvidding Sogn,113846,Haderslev Amt,142164,1750-01-01,1867-09-22
Hvidding Sogn,113846,Ribe Amt,118855,1867-09-22,1950-01-01
Roager Sogn,113883,Haderslev Amt,142164,1750-01-01,1867-09-22
Roager Sogn,113883,Ribe Amt,118855,1867-09-22,1950-01-01
Mjolden Sogn,113865,Ribe Amt,118855,1750-01-01,1950-01-01
Nustrup Sogn,113870,Haderslev Amt,142164,1750-01-01,1950-01-01
Obbekær Sogn,113873,Ribe Amt,118855,1750-01-01,1950-01-01
Rinkenæs Sogn,113880,Åbenrå Amt,142168,1750-01-01,1950-01-01
Rømø Sogn,113885,Ribe Amt,118855,1750-01-01,1950-01-01
Sankt Katharine Sogn,113886,Ribe Amt,118855,1750-01-01,1950-01-01
Ullerup Sogn,113915,Sønderborg Amt,142171,1750-01-01,1950-01-01
Skrydstrup Sogn,113891,Haderslev Amt,142164,1750-01-01,1950-01-01
Øster Løgum Sogn,113931,Åbenrå Amt,142168,1750-01-01,1950-01-01
Vester Vedsted Sogn,113919,Ribe Amt,118855,1750-01-01,1950-01-01
Visby Sogn,113921,Ribe Amt,118855,1750-01-01,1950-01-01
Birket Sogn,114037,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Birket Sogn,114037,Maribo Amt,118799,1803-05-25,1950-01-01
Bislev Sogn,114038,Ålborg Amt,118819,1750-01-01,1950-01-01
Allesø Sogn,113956,Odensegård Amt,118800,1750-01-01,1809-05-01
Allesø Sogn,113956,Odense Amt,118809,1809-05-01,1950-01-01
Anholt Sogn,113973,Randers Amt,118842,1750-01-01,1950-01-01
Aulum Sogn,114001,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Aunslev Sogn,114003,Svendborg Amt,118813,1750-01-01,1950-01-01
Asferg Sogn,113987,Randers Amt,118842,1750-01-01,1950-01-01
Bakkendrup Sogn,114010,Sæbygård Amt,118773,1750-01-01,1801-08-27
Bakkendrup Sogn,114010,Holbæk Amt,118779,1801-08-27,1950-01-01
Benløse Sogn,114027,Sorø Amt,118785,1750-01-01,1950-01-01
Balling Sogn,114013,Viborg Amt,118830,1750-01-01,1950-01-01
Beldringe Sogn,114024,Vordingborg Amt,118787,1750-01-01,1803-05-25
